device,useragent
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_5_0) Gecko/20130401 Firefox/48.7
edge,"Mozilla/5.0 (Windows NT 10.2; WOW64) AppleWebKit/603.38 (KHTML, like Gecko) Chrome/54.0.3606.261 Safari/601.3 Edge/16.31097"
android,"Mozilla/5.0 (Linux; U; Android 6.0.1; Nexus 5 Build/MDB08I) AppleWebKit/533.25 (KHTML, like Gecko) Chrome/47.0.2351.277 Mobile Safari/534.4"
android,"Mozilla/5.0 (Linux; Android 5.0.2; HTC [M8|M9|M8 Pro Build/LRX22G) AppleWebKit/537.46 (KHTML, like Gecko) Chrome/54.0.1299.152 Mobile Safari/601.2"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_8_7; like Mac OS X) AppleWebKit/603.39 (KHTML, like Gecko) Chrome/53.0.1557.204 Mobile Safari/536.3"
windows,Mozilla/5.0 (Windows NT 6.1; Win64; x64) Gecko/20130401 Firefox/74.0
edge,"Mozilla/5.0 (Windows NT 10.4; Win64; x64; en-US) AppleWebKit/536.42 (KHTML, like Gecko) Chrome/48.0.1546.320 Safari/602.4 Edge/10.15703"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_5; en-US) Gecko/20130401 Firefox/54.2
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.2; WOW64; en-US Trident/6.0)
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.0; Win64; x64; en-US Trident/6.0)
windows,"Mozilla/5.0 (Windows; Windows NT 6.1;; en-US) AppleWebKit/600.5 (KHTML, like Gecko) Chrome/55.0.3162.305 Safari/600.1 Edge/13.72867"
android,"Mozilla/5.0 (Linux; Android 5.0.2; SM-A700 Build/LRX22G) AppleWebKit/602.19 (KHTML, like Gecko) Chrome/52.0.2961.319 Mobile Safari/534.3"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.2; Trident/5.0)
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_6_1; en-US) Gecko/20130401 Firefox/52.1
android,"Mozilla/5.0 (Linux; Android 5.1; MOTOROLA MOTO G XT1068 Build/LPH223) AppleWebKit/600.26 (KHTML, like Gecko) Chrome/55.0.1002.392 Mobile Safari/537.2"
linux,Mozilla/5.0 (U; Linux x86_64) Gecko/20100101 Firefox/56.2
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; x64) AppleWebKit/601.5 (KHTML, like Gecko) Chrome/47.0.3576.206 Safari/535.9 Edge/10.17920"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/602.14 (KHTML, like Gecko) Chrome/49.0.2808.135 Safari/537"
android,"Mozilla/5.0 (Android; Android 4.4.1; LG-H200 Build/KOT49H) AppleWebKit/536.34 (KHTML, like Gecko) Chrome/50.0.3862.361 Mobile Safari/602.1"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8; en-US) Gecko/20100101 Firefox/57.1
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_7; like Mac OS X) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/55.0.3351.154 Mobile Safari/533.3"
edge,"Mozilla/5.0 (Windows NT 10.3;; en-US) AppleWebKit/602.34 (KHTML, like Gecko) Chrome/55.0.2743.141 Safari/602.5 Edge/9.32008"
windows,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64) AppleWebKit/537.50 (KHTML, like Gecko) Chrome/49.0.2080.163 Safari/536"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_1_2; en-US) Gecko/20130401 Firefox/56.4
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_1; like Mac OS X) AppleWebKit/601.48 (KHTML, like Gecko) Chrome/52.0.1222.343 Mobile Safari/603.5"
linux,Mozilla/5.0 (U; Linux i671 ) Gecko/20100101 Firefox/69.6
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64 Trident/6.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_1_1; en-US) AppleWebKit/600.40 (KHTML, like Gecko) Chrome/52.0.2474.378 Safari/534"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_8_9) Gecko/20100101 Firefox/64.9
mobile,"Mozilla/5.0 (Linux; U; Android 5.1; MOTOROLA MOTO X PURE XT1575 Build/LPH223) AppleWebKit/602.1 (KHTML, like Gecko) Chrome/49.0.2741.140 Mobile Safari/603.5"
windows,"Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/535.29 (KHTML, like Gecko) Chrome/50.0.1353.198 Safari/536.3 Edge/14.93078"
firefox,Mozilla/5.0 (Windows NT 10.3; x64) Gecko/20100101 Firefox/61.3
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.4; Win64; x64) AppleWebKit/536.45 (KHTML, like Gecko) Chrome/47.0.2077.205 Safari/536.4 Edge/9.48413"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0;) AppleWebKit/537.37 (KHTML, like Gecko) Chrome/55.0.1845.270 Safari/600.5 Edge/17.76118"
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/47.4
edge,"Mozilla/5.0 (Windows NT 10.5; Win64; x64; en-US) AppleWebKit/602.6 (KHTML, like Gecko) Chrome/55.0.3958.353 Safari/536.8 Edge/13.44063"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.3; Win64; x64; en-US) Gecko/20130401 Firefox/67.9
linux,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/536.26 (KHTML, like Gecko) Chrome/49.0.3444.347 Safari/601"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_3_2; en-US) Gecko/20130401 Firefox/65.0
windows,Mozilla/5.0 (Windows; U; Windows NT 6.1; x64) Gecko/20100101 Firefox/46.6
windows,"Mozilla/5.0 (Windows; Windows NT 6.3;) AppleWebKit/601.41 (KHTML, like Gecko) Chrome/48.0.3048.335 Safari/603"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_6) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/49.0.1197.209 Safari/536"
linux,Mozilla/5.0 (U; Linux x86_64; en-US) Gecko/20100101 Firefox/50.8
windows,"Mozilla/5.0 (Windows NT 10.2; Win64; x64; en-US) AppleWebKit/533.12 (KHTML, like Gecko) Chrome/51.0.2811.109 Safari/535"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64; en-US) AppleWebKit/535.38 (KHTML, like Gecko) Chrome/53.0.1109.369 Safari/603.6 Edge/18.51315"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_4_6; en-US) AppleWebKit/603.36 (KHTML, like Gecko) Chrome/51.0.1099.245 Safari/533"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_8; en-US) Gecko/20100101 Firefox/47.5
windows,Mozilla/5.0 (Windows; Windows NT 10.4; x64; en-US) Gecko/20130401 Firefox/69.8
linux,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/533.35 (KHTML, like Gecko) Chrome/47.0.3352.197 Safari/537"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_1_8; like Mac OS X) AppleWebKit/603.13 (KHTML, like Gecko) Chrome/48.0.2682.133 Mobile Safari/600.4"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_0) AppleWebKit/601.50 (KHTML, like Gecko) Chrome/48.0.2927.219 Safari/533"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; WOW64; en-US Trident/5.0)
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20100101 Firefox/59.0
android,"Mozilla/5.0 (Linux; U; Android 6.0; Nexus 7 Build/MMB29K) AppleWebKit/600.10 (KHTML, like Gecko) Chrome/55.0.1759.248 Mobile Safari/602.6"
android,"Mozilla/5.0 (Android; Android 5.0.1; SAMSUNG SM-G410 Build/LRX22G) AppleWebKit/603.16 (KHTML, like Gecko) Chrome/54.0.2018.393 Mobile Safari/603.4"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_3; like Mac OS X) AppleWebKit/537.45 (KHTML, like Gecko) Chrome/54.0.1303.163 Mobile Safari/533.1"
android,"Mozilla/5.0 (Android; Android 5.1; SM-G920S Build/LRX22G) AppleWebKit/602.42 (KHTML, like Gecko) Chrome/49.0.2117.378 Mobile Safari/600.1"
firefox,Mozilla/5.0 (Linux; Linux x86_64) Gecko/20130401 Firefox/58.0
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/537.46 (KHTML, like Gecko) Chrome/48.0.3018.341 Safari/534"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; x64; en-US) AppleWebKit/603.19 (KHTML, like Gecko) Chrome/49.0.2854.390 Safari/534.3 Edge/11.75893"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_9; like Mac OS X) AppleWebKit/537.41 (KHTML, like Gecko) Chrome/48.0.1274.309 Mobile Safari/537.9"
linux,"Mozilla/5.0 (Linux i683 x86_64; en-US) AppleWebKit/537.3 (KHTML, like Gecko) Chrome/53.0.2063.276 Safari/537"
android,"Mozilla/5.0 (Linux; U; Android 5.0.2; SM-A700 Build/LRX22G) AppleWebKit/535.17 (KHTML, like Gecko) Chrome/51.0.1803.279 Mobile Safari/536.8"
android,"Mozilla/5.0 (Linux; U; Android 5.0.1; Lenovo A7000-a Build/LRX21M;) AppleWebKit/535.50 (KHTML, like Gecko) Chrome/55.0.2385.320 Mobile Safari/601.8"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_4_8; en-US) Gecko/20100101 Firefox/68.1
edge,"Mozilla/5.0 (Windows NT 10.2; x64; en-US) AppleWebKit/536.23 (KHTML, like Gecko) Chrome/51.0.2227.165 Safari/600.5 Edge/14.50735"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.0;; en-US Trident/4.0)
firefox,Mozilla/5.0 (Linux; Linux i656 ; en-US) Gecko/20100101 Firefox/55.0
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_7_5; en-US) AppleWebKit/603.43 (KHTML, like Gecko) Chrome/50.0.2810.171 Safari/600"
android,"Mozilla/5.0 (Android; Android 5.0.1; SAMSUNG SM-G460 Build/LRX22C) AppleWebKit/536.24 (KHTML, like Gecko) Chrome/52.0.3686.169 Mobile Safari/602.7"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_8_2; like Mac OS X) AppleWebKit/602.27 (KHTML, like Gecko) Chrome/47.0.1818.123 Mobile Safari/537.4"
android,"Mozilla/5.0 (Android; Android 5.1.1; Nexus 5 Build/LRX22C) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/53.0.3682.216 Mobile Safari/533.3"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/537.35 (KHTML, like Gecko) Chrome/51.0.1224.174 Safari/535"
linux,Mozilla/5.0 (Linux i670 ) Gecko/20130401 Firefox/61.0
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.3; x64) AppleWebKit/534.34 (KHTML, like Gecko) Chrome/51.0.1658.298 Safari/600.6 Edge/13.93849"
android,"Mozilla/5.0 (Linux; U; Android 6.0; Nexus 7 Build/MMB29K) AppleWebKit/601.39 (KHTML, like Gecko) Chrome/48.0.3098.240 Mobile Safari/534.8"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_3_8; en-US) AppleWebKit/601.36 (KHTML, like Gecko) Chrome/47.0.3065.340 Safari/600"
android,"Mozilla/5.0 (Android; Android 7.0; Nexus 5 Build/NPD90G) AppleWebKit/535.37 (KHTML, like Gecko) Chrome/52.0.1991.144 Mobile Safari/535.8"
firefox,Mozilla/5.0 (Windows; Windows NT 6.0; Win64; x64; en-US) Gecko/20130401 Firefox/46.7
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_1_0) Gecko/20100101 Firefox/52.1
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_7_2; en-US) AppleWebKit/600.5 (KHTML, like Gecko) Chrome/48.0.2342.134 Safari/603"
android,"Mozilla/5.0 (Android; Android 5.1; SAMSUNG SM-G935L Build/MMB29M) AppleWebKit/600.44 (KHTML, like Gecko) Chrome/54.0.1032.192 Mobile Safari/536.7"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.3; Win64; x64 Trident/6.0)
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.3; x64 Trident/7.0)
firefox,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20100101 Firefox/46.5
android,"Mozilla/5.0 (Linux; Android 4.4.1; E:number:20-23:02 Build/24.0.B.1.34) AppleWebKit/536.25 (KHTML, like Gecko) Chrome/52.0.1069.124 Mobile Safari/601.2"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.1; Win64; x64; en-US) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/53.0.3909.220 Safari/534.1 Edge/13.40455"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3) AppleWebKit/602.17 (KHTML, like Gecko) Chrome/50.0.2502.399 Safari/602"
linux,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/600.28 (KHTML, like Gecko) Chrome/55.0.3784.288 Safari/603"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_6_1; en-US) Gecko/20130401 Firefox/60.3
linux,"Mozilla/5.0 (U; Linux i684 x86_64) AppleWebKit/603.25 (KHTML, like Gecko) Chrome/54.0.1249.176 Safari/600"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_3_0; en-US) AppleWebKit/601.6 (KHTML, like Gecko) Chrome/49.0.2430.132 Safari/534"
linux,Mozilla/5.0 (Linux i671 ; en-US) Gecko/20130401 Firefox/57.0
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_2_2; like Mac OS X) AppleWebKit/600.25 (KHTML, like Gecko) Chrome/51.0.1416.320 Mobile Safari/602.7"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_8_9; like Mac OS X) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/50.0.2698.150 Mobile Safari/535.3"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_0_6; en-US) Gecko/20130401 Firefox/61.9
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64; en-US) AppleWebKit/603.47 (KHTML, like Gecko) Chrome/54.0.3596.157 Safari/536.4 Edge/12.93044"
chrome,"Mozilla/5.0 (U; Linux x86_64) AppleWebKit/537.50 (KHTML, like Gecko) Chrome/53.0.1723.208 Safari/601"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_4_4; like Mac OS X) AppleWebKit/603.25 (KHTML, like Gecko) Chrome/53.0.1821.223 Mobile Safari/602.5"
android,"Mozilla/5.0 (Linux; U; Android 6.0; SAMSUNG SM-G928V Build/MDB08L) AppleWebKit/534.28 (KHTML, like Gecko) Chrome/50.0.2955.181 Mobile Safari/600.9"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.0; WOW64 Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.3; x64; en-US Trident/4.0)
firefox,Mozilla/5.0 (Windows; Windows NT 10.5; WOW64; en-US) Gecko/20100101 Firefox/49.6
mobile,"Mozilla/5.0 (Android; Android 7.1; Nexus 8P Build/NPD90G) AppleWebKit/535.27 (KHTML, like Gecko) Chrome/52.0.1634.134 Mobile Safari/600.8"
linux,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/600.39 (KHTML, like Gecko) Chrome/50.0.2124.256 Safari/537"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_5; like Mac OS X) AppleWebKit/602.4 (KHTML, like Gecko) Chrome/49.0.1577.266 Mobile Safari/535.0"
windows,Mozilla/5.0 (Windows; Windows NT 10.5; WOW64; en-US) Gecko/20100101 Firefox/66.5
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.0; Win64; x64 Trident/4.0)
firefox,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20100101 Firefox/46.1
linux,"Mozilla/5.0 (Linux x86_64; en-US) AppleWebKit/602.10 (KHTML, like Gecko) Chrome/53.0.1741.394 Safari/602"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_5; en-US) Gecko/20100101 Firefox/74.9
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.0; WOW64) AppleWebKit/601.42 (KHTML, like Gecko) Chrome/52.0.3357.168 Safari/537.4 Edge/15.35645"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_8_0; like Mac OS X) AppleWebKit/600.12 (KHTML, like Gecko) Chrome/55.0.2890.388 Mobile Safari/536.3"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.0; x64) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/49.0.2320.163 Safari/602.8 Edge/11.34646"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.0; x64; en-US Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.0; Win64; x64; en-US Trident/7.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_8_8; like Mac OS X) AppleWebKit/537.50 (KHTML, like Gecko) Chrome/54.0.1657.251 Mobile Safari/534.7"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_0_7) AppleWebKit/602.49 (KHTML, like Gecko) Chrome/53.0.2881.167 Safari/535"
android,"Mozilla/5.0 (Android; Android 6.0.1; HTC OneS dual sim Build/MRA58K) AppleWebKit/534.21 (KHTML, like Gecko) Chrome/47.0.2156.260 Mobile Safari/535.5"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_7_5; like Mac OS X) AppleWebKit/600.11 (KHTML, like Gecko) Chrome/53.0.3609.207 Mobile Safari/600.8"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_5_9; en-US) Gecko/20130401 Firefox/56.5
android,"Mozilla/5.0 (Linux; Android 4.4; LG-F400L Build/KOT49I) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/51.0.2030.270 Mobile Safari/603.0"
windows,"Mozilla/5.0 (Windows NT 10.5; Win64; x64; en-US) AppleWebKit/535.27 (KHTML, like Gecko) Chrome/51.0.3832.345 Safari/601"
edge,"Mozilla/5.0 (Windows; Windows NT 10.4; Win64; x64) AppleWebKit/601.36 (KHTML, like Gecko) Chrome/49.0.3373.381 Safari/537.5 Edge/8.67232"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_8) AppleWebKit/534.41 (KHTML, like Gecko) Chrome/47.0.3810.167 Safari/601"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_8_7; en-US) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/54.0.2762.241 Safari/536"
android,"Mozilla/5.0 (Linux; U; Android 6.0; SAMSUNG SM-D925I Build/MMB29K) AppleWebKit/534.47 (KHTML, like Gecko) Chrome/47.0.2316.206 Mobile Safari/600.1"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3_4; like Mac OS X) AppleWebKit/536.25 (KHTML, like Gecko) Chrome/47.0.1025.376 Mobile Safari/533.2"
windows,"Mozilla/5.0 (Windows; Windows NT 6.0;) AppleWebKit/600.19 (KHTML, like Gecko) Chrome/50.0.2872.302 Safari/600.0 Edge/13.83694"
android,"Mozilla/5.0 (Linux; Android 6.0.1; SM-D925I Build/MDB08L) AppleWebKit/602.37 (KHTML, like Gecko) Chrome/47.0.1600.260 Mobile Safari/534.2"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5;) AppleWebKit/601.43 (KHTML, like Gecko) Chrome/54.0.1893.309 Safari/536.3 Edge/13.79153"
chrome,"Mozilla/5.0 (Linux; Linux i582 x86_64; en-US) AppleWebKit/601.17 (KHTML, like Gecko) Chrome/49.0.2779.361 Safari/533"
linux,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20100101 Firefox/70.9
linux,"Mozilla/5.0 (Linux; U; Linux i664 ) AppleWebKit/602.10 (KHTML, like Gecko) Chrome/50.0.3840.286 Safari/537"
chrome,"Mozilla/5.0 (Linux; U; Linux i640 ; en-US) AppleWebKit/536.4 (KHTML, like Gecko) Chrome/49.0.2606.224 Safari/601"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_6_2; like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/50.0.2526.299 Mobile Safari/600.9"
mobile,"Mozilla/5.0 (Linux; Android 4.4.1; SM-E500F Build/KTU84P) AppleWebKit/602.13 (KHTML, like Gecko) Chrome/55.0.3141.235 Mobile Safari/601.3"
linux,"Mozilla/5.0 (Linux; Linux x86_64; en-US) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/49.0.2603.226 Safari/534"
linux,"Mozilla/5.0 (U; Linux i581 x86_64) AppleWebKit/602.13 (KHTML, like Gecko) Chrome/53.0.3635.384 Safari/600"
mobile,"Mozilla/5.0 (Linux; Android 4.3.1; HTC One max Build/JLS36C) AppleWebKit/602.14 (KHTML, like Gecko) Chrome/54.0.2512.396 Mobile Safari/601.9"
windows,"Mozilla/5.0 (Windows; Windows NT 10.3; x64; en-US) AppleWebKit/534.6 (KHTML, like Gecko) Chrome/50.0.3896.137 Safari/534"
android,"Mozilla/5.0 (Android; Android 4.4.1; Nokia 3010 Build/IMM76D) AppleWebKit/533.4 (KHTML, like Gecko) Chrome/55.0.1856.368 Mobile Safari/600.4"
linux,Mozilla/5.0 (Linux; U; Linux x86_64) Gecko/20130401 Firefox/67.6
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_1; en-US) AppleWebKit/533.31 (KHTML, like Gecko) Chrome/48.0.3424.198 Safari/534"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.4;; en-US) Gecko/20100101 Firefox/52.9
edge,"Mozilla/5.0 (Windows NT 10.2; Win64; x64; en-US) AppleWebKit/601.38 (KHTML, like Gecko) Chrome/50.0.3328.350 Safari/601.9 Edge/18.59535"
edge,"Mozilla/5.0 (Windows NT 10.3; x64; en-US) AppleWebKit/600.10 (KHTML, like Gecko) Chrome/54.0.2769.237 Safari/600.2 Edge/16.33644"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_2_5; en-US) AppleWebKit/603.50 (KHTML, like Gecko) Chrome/53.0.2546.269 Safari/601"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 10_6_4 like Mac OS X) AppleWebKit/600.2 (KHTML, like Gecko) Chrome/48.0.3247.383 Mobile Safari/533.0"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1; Win64; x64; en-US) AppleWebKit/535.31 (KHTML, like Gecko) Chrome/54.0.1713.357 Safari/535.4 Edge/13.86076"
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.1; Win64; x64; en-US Trident/5.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_1; like Mac OS X) AppleWebKit/600.2 (KHTML, like Gecko) Chrome/50.0.3111.120 Mobile Safari/536.5"
chrome,"Mozilla/5.0 (Windows; Windows NT 10.1; WOW64; en-US) AppleWebKit/536.46 (KHTML, like Gecko) Chrome/48.0.1641.349 Safari/535"
chrome,"Mozilla/5.0 (Linux i560 x86_64) AppleWebKit/601.15 (KHTML, like Gecko) Chrome/53.0.1649.307 Safari/602"
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.0;) Gecko/20100101 Firefox/56.7
chrome,"Mozilla/5.0 (Linux; U; Linux x86_64; en-US) AppleWebKit/535.44 (KHTML, like Gecko) Chrome/48.0.1919.230 Safari/603"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 8_8_3 like Mac OS X) AppleWebKit/535.35 (KHTML, like Gecko) Chrome/53.0.1242.300 Mobile Safari/534.7"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.1; x64 Trident/4.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_5_8) AppleWebKit/600.36 (KHTML, like Gecko) Chrome/47.0.1607.220 Safari/534"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_2_1) Gecko/20130401 Firefox/46.4
firefox,Mozilla/5.0 (Windows NT 10.1; WOW64; en-US) Gecko/20100101 Firefox/65.3
linux,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20130401 Firefox/62.2
linux,Mozilla/5.0 (Linux; U; Linux i546 x86_64; en-US) Gecko/20130401 Firefox/70.5
mobile,"Mozilla/5.0 (Linux; U; Android 4.4; XT1050 Build/SU6-7.3) AppleWebKit/534.43 (KHTML, like Gecko) Chrome/51.0.2761.358 Mobile Safari/603.0"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_5_4; like Mac OS X) AppleWebKit/533.48 (KHTML, like Gecko) Chrome/49.0.1486.202 Mobile Safari/535.2"
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/56.4
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 9_4_4; like Mac OS X) AppleWebKit/537.40 (KHTML, like Gecko) Chrome/51.0.3967.255 Mobile Safari/533.2"
chrome,"Mozilla/5.0 (Linux; Linux i683 ; en-US) AppleWebKit/602.27 (KHTML, like Gecko) Chrome/53.0.3320.282 Safari/536"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_4_6; en-US) AppleWebKit/600.37 (KHTML, like Gecko) Chrome/54.0.1868.368 Safari/533"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_6_5; like Mac OS X) AppleWebKit/603.7 (KHTML, like Gecko) Chrome/52.0.3538.287 Mobile Safari/602.8"
edge,"Mozilla/5.0 (Windows NT 10.1;; en-US) AppleWebKit/602.44 (KHTML, like Gecko) Chrome/48.0.2320.202 Safari/601.0 Edge/17.37111"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_4_4; like Mac OS X) AppleWebKit/535.4 (KHTML, like Gecko) Chrome/53.0.3921.370 Mobile Safari/533.3"
android,"Mozilla/5.0 (Linux; U; Android 7.1.1; Xperia Build/NDE63X) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/47.0.1885.281 Mobile Safari/534.0"
windows,Mozilla/5.0 (Windows; U; Windows NT 10.1; WOW64; en-US) Gecko/20100101 Firefox/49.1
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.3; x64; en-US Trident/6.0)
firefox,Mozilla/5.0 (Linux i664 x86_64; en-US) Gecko/20100101 Firefox/59.0
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_7_8) Gecko/20130401 Firefox/57.1
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 7_0_4; like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/49.0.3184.102 Mobile Safari/602.4"
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.0; Win64; x64) AppleWebKit/603.36 (KHTML, like Gecko) Chrome/54.0.2152.217 Safari/603"
mobile,"Mozilla/5.0 (Linux; U; Android 4.4.4; [HM NOTE|NOTE-III|NOTE2 1LTEW) AppleWebKit/533.35 (KHTML, like Gecko) Chrome/53.0.1020.312 Mobile Safari/535.5"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/4.0)
