device,useragent
linux,"Mozilla/5.0 (Linux; U; Linux i540 x86_64) AppleWebKit/536.8 (KHTML, like Gecko) Chrome/47.0.2498.106 Safari/602"
linux,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/533.22 (KHTML, like Gecko) Chrome/53.0.2460.379 Safari/602"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64; en-US) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/51.0.2521.147 Safari/601.7 Edge/14.98401"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows; U; Windows NT 6.1; Trident/6.0)
mobile,"Mozilla/5.0 (Linux; U; Android 4.4.1; SAMSUNG SM-N9005 Build/KOT49H) AppleWebKit/601.45 (KHTML, like Gecko) Chrome/51.0.3895.291 Mobile Safari/600.4"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_5_5) Gecko/20100101 Firefox/72.7
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 7_5_3; en-US) Gecko/20100101 Firefox/54.1
chrome,"Mozilla/5.0 (Linux; Linux i553 x86_64; en-US) AppleWebKit/600.2 (KHTML, like Gecko) Chrome/47.0.1415.307 Safari/602"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_3; like Mac OS X) AppleWebKit/601.45 (KHTML, like Gecko) Chrome/47.0.3601.172 Mobile Safari/533.7"
mobile,"Mozilla/5.0 (Linux; Android 4.3.1; HTC One max Build/JSS15J) AppleWebKit/533.3 (KHTML, like Gecko) Chrome/55.0.1479.393 Mobile Safari/533.7"
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.3; Win64; x64; en-US) Gecko/20100101 Firefox/59.6
android,"Mozilla/5.0 (Linux; Android 4.4; LG-H210 Build/KOT49I) AppleWebKit/603.1 (KHTML, like Gecko) Chrome/55.0.2849.298 Mobile Safari/535.9"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; Win64; x64) AppleWebKit/602.19 (KHTML, like Gecko) Chrome/55.0.3342.243 Safari/601.0 Edge/14.93103"
chrome,"Mozilla/5.0 (Windows NT 10.1; WOW64; en-US) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/47.0.3781.365 Safari/534"
chrome,"Mozilla/5.0 (Linux; U; Linux i572 x86_64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/47.0.1889.348 Safari/601"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.3; Win64; x64; en-US Trident/7.0)
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_7_8) Gecko/20130401 Firefox/45.6
explorer,Mozilla/5.0 (compatible; MSIE 9.0; Windows; U; Windows NT 6.0; WOW64; en-US Trident/5.0)
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_7_7) AppleWebKit/603.21 (KHTML, like Gecko) Chrome/52.0.3618.252 Safari/603"
mobile,"Mozilla/5.0 (Android; Android 5.1.1; XT1021 Build/LPD23) AppleWebKit/537.38 (KHTML, like Gecko) Chrome/53.0.1825.154 Mobile Safari/601.0"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.0;; en-US Trident/7.0)
linux,Mozilla/5.0 (Linux; Linux i670 x86_64) Gecko/20100101 Firefox/60.9
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) Gecko/20100101 Firefox/54.5
edge,"Mozilla/5.0 (Windows; Windows NT 10.3; x64; en-US) AppleWebKit/602.23 (KHTML, like Gecko) Chrome/47.0.2739.336 Safari/601.2 Edge/11.28785"
chrome,"Mozilla/5.0 (Windows NT 6.0; Win64; x64) AppleWebKit/536.50 (KHTML, like Gecko) Chrome/49.0.1119.209 Safari/601"
android,"Mozilla/5.0 (Linux; U; Android 4.4.4; ALCATEL ONETOUCH 7037D Build/KOT49H) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/49.0.3014.381 Mobile Safari/537.7"
android,"Mozilla/5.0 (Android; Android 4.4; XT1050 Build/SU6-7.3) AppleWebKit/603.40 (KHTML, like Gecko) Chrome/53.0.2876.251 Mobile Safari/600.4"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_8_0; like Mac OS X) AppleWebKit/533.29 (KHTML, like Gecko) Chrome/54.0.3540.379 Mobile Safari/602.1"
chrome,"Mozilla/5.0 (Linux; Linux i585 ; en-US) AppleWebKit/537.42 (KHTML, like Gecko) Chrome/49.0.3152.103 Safari/536"
edge,"Mozilla/5.0 (Windows; Windows NT 10.4; WOW64) AppleWebKit/600.34 (KHTML, like Gecko) Chrome/51.0.3825.379 Safari/602.8 Edge/13.34982"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_0_9 like Mac OS X) AppleWebKit/603.47 (KHTML, like Gecko) Chrome/54.0.1406.266 Mobile Safari/602.1"
linux,"Mozilla/5.0 (Linux; Linux x86_64) AppleWebKit/601.11 (KHTML, like Gecko) Chrome/50.0.3000.363 Safari/535"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.1;) AppleWebKit/536.13 (KHTML, like Gecko) Chrome/47.0.3615.375 Safari/536.4 Edge/10.18080"
linux,Mozilla/5.0 (Linux i565 ) Gecko/20130401 Firefox/65.4
chrome,"Mozilla/5.0 (Windows; Windows NT 6.1; WOW64) AppleWebKit/602.44 (KHTML, like Gecko) Chrome/49.0.1978.186 Safari/600"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 9_2_0 like Mac OS X) AppleWebKit/600.32 (KHTML, like Gecko) Chrome/50.0.1693.371 Mobile Safari/535.4"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_0_2; like Mac OS X) AppleWebKit/601.12 (KHTML, like Gecko) Chrome/47.0.1211.373 Mobile Safari/603.8"
windows,"Mozilla/5.0 (Windows; Windows NT 6.1; Win64; x64; en-US) AppleWebKit/602.31 (KHTML, like Gecko) Chrome/50.0.3126.356 Safari/603"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.4;) AppleWebKit/602.35 (KHTML, like Gecko) Chrome/50.0.2388.384 Safari/602.0 Edge/10.76437"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; WOW64; en-US) AppleWebKit/537.12 (KHTML, like Gecko) Chrome/47.0.2818.151 Safari/601.7 Edge/16.33925"
chrome,"Mozilla/5.0 (U; Linux x86_64; en-US) AppleWebKit/533.18 (KHTML, like Gecko) Chrome/52.0.1326.131 Safari/601"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_5_5; like Mac OS X) AppleWebKit/536.18 (KHTML, like Gecko) Chrome/53.0.1757.272 Mobile Safari/600.5"
firefox,Mozilla/5.0 (Linux i646 ) Gecko/20130401 Firefox/67.4
chrome,"Mozilla/5.0 (Linux; Linux i575 ) AppleWebKit/600.41 (KHTML, like Gecko) Chrome/54.0.2111.330 Safari/600"
mobile,"Mozilla/5.0 (Android; Android 6.0; Nexus 7P Build/MDB08I) AppleWebKit/536.26 (KHTML, like Gecko) Chrome/55.0.2375.398 Mobile Safari/603.1"
linux,"Mozilla/5.0 (Linux; U; Linux i645 ) AppleWebKit/537.42 (KHTML, like Gecko) Chrome/47.0.3444.398 Safari/537"
windows,"Mozilla/5.0 (Windows NT 6.2; x64; en-US) AppleWebKit/537.20 (KHTML, like Gecko) Chrome/54.0.2208.299 Safari/535"
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20130401 Firefox/46.6
linux,Mozilla/5.0 (Linux i666 x86_64; en-US) Gecko/20100101 Firefox/66.0
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.3; x64 Trident/7.0)
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_4_2) AppleWebKit/535.15 (KHTML, like Gecko) Chrome/51.0.3186.383 Safari/600"
edge,"Mozilla/5.0 (Windows NT 10.4; Win64; x64) AppleWebKit/535.27 (KHTML, like Gecko) Chrome/48.0.3705.305 Safari/536.5 Edge/8.82785"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_5_7; en-US) AppleWebKit/534.25 (KHTML, like Gecko) Chrome/52.0.3236.290 Safari/600"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_1_0) Gecko/20100101 Firefox/52.1
firefox,Mozilla/5.0 (Windows; Windows NT 10.1; WOW64; en-US) Gecko/20100101 Firefox/57.5
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_3_4; en-US) AppleWebKit/602.12 (KHTML, like Gecko) Chrome/52.0.1808.256 Safari/602"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_9_7; like Mac OS X) AppleWebKit/602.50 (KHTML, like Gecko) Chrome/55.0.2858.181 Mobile Safari/535.9"
android,"Mozilla/5.0 (Linux; Android 5.1; SM-G935M Build/MMB29M) AppleWebKit/603.26 (KHTML, like Gecko) Chrome/51.0.1125.133 Mobile Safari/534.0"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; x64; en-US) AppleWebKit/535.48 (KHTML, like Gecko) Chrome/55.0.2673.363 Safari/603.3 Edge/16.35738"
android,"Mozilla/5.0 (Android; Android 6.0.1; SM-G920L Build/MMB29V) AppleWebKit/602.31 (KHTML, like Gecko) Chrome/54.0.3942.130 Mobile Safari/602.0"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_8_8) AppleWebKit/537.42 (KHTML, like Gecko) Chrome/53.0.2825.160 Safari/536"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_7_8; like Mac OS X) AppleWebKit/535.43 (KHTML, like Gecko) Chrome/47.0.1773.347 Mobile Safari/601.0"
windows,"Mozilla/5.0 (Windows; Windows NT 6.3; x64; en-US) AppleWebKit/602.24 (KHTML, like Gecko) Chrome/54.0.3511.106 Safari/537"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_6_1; like Mac OS X) AppleWebKit/600.40 (KHTML, like Gecko) Chrome/53.0.2402.323 Mobile Safari/601.2"
firefox,Mozilla/5.0 (Linux i564 ) Gecko/20100101 Firefox/56.5
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_3; like Mac OS X) AppleWebKit/602.22 (KHTML, like Gecko) Chrome/55.0.3423.265 Mobile Safari/535.1"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_0_4) Gecko/20100101 Firefox/61.4
android,"Mozilla/5.0 (Linux; U; Android 7.0; Nexus 8 Build/NPD90G) AppleWebKit/601.10 (KHTML, like Gecko) Chrome/50.0.3526.226 Mobile Safari/536.1"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.2; Win64; x64 Trident/4.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_4_9; like Mac OS X) AppleWebKit/603.42 (KHTML, like Gecko) Chrome/49.0.2753.133 Mobile Safari/535.4"
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_8) Gecko/20130401 Firefox/66.5
linux,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20100101 Firefox/59.9
linux,"Mozilla/5.0 (Linux; Linux i673 ; en-US) AppleWebKit/536.27 (KHTML, like Gecko) Chrome/47.0.1147.287 Safari/534"
linux,"Mozilla/5.0 (Linux; Linux i575 ) AppleWebKit/536.8 (KHTML, like Gecko) Chrome/47.0.3055.169 Safari/601"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_6; en-US) AppleWebKit/533.39 (KHTML, like Gecko) Chrome/48.0.2195.147 Safari/601"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.3;) AppleWebKit/600.13 (KHTML, like Gecko) Chrome/55.0.3444.257 Safari/537.9 Edge/16.65825"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_4_8; en-US) Gecko/20100101 Firefox/71.3
linux,Mozilla/5.0 (Linux; Linux i564 x86_64; en-US) Gecko/20100101 Firefox/68.0
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_3_6; like Mac OS X) AppleWebKit/536.39 (KHTML, like Gecko) Chrome/48.0.2391.306 Mobile Safari/602.2"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 9_4_8) Gecko/20100101 Firefox/64.0
linux,"Mozilla/5.0 (U; Linux i565 ) AppleWebKit/600.35 (KHTML, like Gecko) Chrome/55.0.2130.214 Safari/536"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_9_8; like Mac OS X) AppleWebKit/534.23 (KHTML, like Gecko) Chrome/52.0.2435.188 Mobile Safari/602.1"
firefox,Mozilla/5.0 (U; Linux x86_64) Gecko/20130401 Firefox/45.4
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_0_5) Gecko/20100101 Firefox/60.2
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_1_3; en-US) AppleWebKit/536.46 (KHTML, like Gecko) Chrome/50.0.1836.145 Safari/537"
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_1_5; en-US) AppleWebKit/600.26 (KHTML, like Gecko) Chrome/51.0.2304.339 Safari/536"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 10.1;; en-US Trident/6.0)
android,"Mozilla/5.0 (Android; Android 6.0; SM-D9350L Build/MDB08L) AppleWebKit/533.28 (KHTML, like Gecko) Chrome/52.0.3301.144 Mobile Safari/536.8"
windows,"Mozilla/5.0 (Windows; Windows NT 6.0;; en-US) AppleWebKit/603.42 (KHTML, like Gecko) Chrome/50.0.1317.100 Safari/602"
mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_5_0; like Mac OS X) AppleWebKit/600.9 (KHTML, like Gecko) Chrome/47.0.2528.268 Mobile Safari/601.0"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; Win64; x64) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/48.0.2055.283 Safari/537.9 Edge/17.62408"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.3; WOW64 Trident/7.0)
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_5; en-US) Gecko/20130401 Firefox/59.1
android,"Mozilla/5.0 (Linux; U; Android 6.0; HTC One_M8 dual sim Build/MRA58K) AppleWebKit/534.46 (KHTML, like Gecko) Chrome/52.0.3245.190 Mobile Safari/534.3"
edge,"Mozilla/5.0 (Windows NT 10.4;) AppleWebKit/602.21 (KHTML, like Gecko) Chrome/49.0.3862.298 Safari/537.4 Edge/17.91994"
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.3; x64 Trident/6.0)
windows,Mozilla/5.0 (Windows; U; Windows NT 6.2;; en-US) Gecko/20130401 Firefox/55.7
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_8_3; like Mac OS X) AppleWebKit/600.44 (KHTML, like Gecko) Chrome/50.0.1698.238 Mobile Safari/603.6"
edge,"Mozilla/5.0 (Windows; Windows NT 10.5; WOW64) AppleWebKit/535.38 (KHTML, like Gecko) Chrome/52.0.3463.384 Safari/535.9 Edge/17.62124"
windows,"Mozilla/5.0 (Windows; U; Windows NT 10.4;; en-US) AppleWebKit/602.8 (KHTML, like Gecko) Chrome/53.0.3513.266 Safari/535.0 Edge/11.48663"
windows,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/603.26 (KHTML, like Gecko) Chrome/52.0.1848.198 Safari/603.0 Edge/15.36604"
windows,Mozilla/5.0 (Windows; Windows NT 10.5; Win64; x64) Gecko/20100101 Firefox/50.2
linux,"Mozilla/5.0 (U; Linux i544 x86_64; en-US) AppleWebKit/601.30 (KHTML, like Gecko) Chrome/51.0.2564.185 Safari/535"
android,"Mozilla/5.0 (Linux; U; Android 5.1.1; Nexus 7 Build/LMY48B) AppleWebKit/533.50 (KHTML, like Gecko) Chrome/53.0.2208.371 Mobile Safari/537.8"
firefox,Mozilla/5.0 (Linux i571 ; en-US) Gecko/20100101 Firefox/45.7
edge,"Mozilla/5.0 (Windows; Windows NT 10.2;) AppleWebKit/600.49 (KHTML, like Gecko) Chrome/53.0.3773.387 Safari/534.8 Edge/8.28463"
mobile,"Mozilla/5.0 (Linux; Android 7.1.1; Pixel XL Build/NRD90M) AppleWebKit/601.19 (KHTML, like Gecko) Chrome/54.0.3716.190 Mobile Safari/535.9"
android,"Mozilla/5.0 (Linux; Android 4.4; ALCATEL ONE TOUCH 7046A Build/KOT49H) AppleWebKit/537.34 (KHTML, like Gecko) Chrome/48.0.2232.168 Mobile Safari/601.0"
windows,"Mozilla/5.0 (Windows; Windows NT 10.5; Win64; x64) AppleWebKit/600.14 (KHTML, like Gecko) Chrome/49.0.2715.373 Safari/603"
mobile,"Mozilla/5.0 (Linux; Android 5.0.1; SM-G400 Build/LRX22G) AppleWebKit/600.37 (KHTML, like Gecko) Chrome/52.0.1215.115 Mobile Safari/533.8"
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.2;; en-US) AppleWebKit/536.6 (KHTML, like Gecko) Chrome/50.0.2506.297 Safari/602"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_5_2; like Mac OS X) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/48.0.3454.196 Mobile Safari/602.8"
windows,"Mozilla/5.0 (Windows; Windows NT 6.3; Win64; x64; en-US) AppleWebKit/600.10 (KHTML, like Gecko) Chrome/51.0.2958.369 Safari/537.1 Edge/18.97919"
edge,"Mozilla/5.0 (Windows; U; Windows NT 10.5; x64) AppleWebKit/536.34 (KHTML, like Gecko) Chrome/47.0.2890.353 Safari/600.4 Edge/10.83471"
android,"Mozilla/5.0 (Linux; U; Android 5.0.1; HTC 80:number1-2e Build/JSS15J) AppleWebKit/603.37 (KHTML, like Gecko) Chrome/51.0.1976.191 Mobile Safari/533.4"
firefox,Mozilla/5.0 (Linux; U; Linux i670 x86_64) Gecko/20130401 Firefox/61.4
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.2; x64; en-US Trident/4.0)
android,"Mozilla/5.0 (Linux; Android 5.0; Lenovo A7000-a Build/LRX21M;) AppleWebKit/603.24 (KHTML, like Gecko) Chrome/55.0.1332.378 Mobile Safari/534.4"
edge,"Mozilla/5.0 (Windows NT 10.5; Win64; x64; en-US) AppleWebKit/535.3 (KHTML, like Gecko) Chrome/54.0.2581.104 Safari/535.0 Edge/17.49063"
edge,"Mozilla/5.0 (Windows NT 10.2; Win64; x64) AppleWebKit/603.50 (KHTML, like Gecko) Chrome/50.0.1028.307 Safari/603.3 Edge/14.64390"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; WOW64; en-US Trident/4.0)
chrome,"Mozilla/5.0 (Windows; U; Windows NT 10.3; WOW64) AppleWebKit/537.9 (KHTML, like Gecko) Chrome/49.0.1895.275 Safari/533"
explorer,Mozilla/5.0 (compatible; MSIE 7.0; Windows; Windows NT 6.0; Win64; x64 Trident/4.0)
firefox,Mozilla/5.0 (Windows; U; Windows NT 10.2; x64) Gecko/20130401 Firefox/48.2
chrome,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; en-US) AppleWebKit/603.14 (KHTML, like Gecko) Chrome/50.0.3329.311 Safari/534"
chrome,"Mozilla/5.0 (Linux i655 ) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/54.0.1333.360 Safari/537"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9; en-US) Gecko/20130401 Firefox/60.0
chrome,"Mozilla/5.0 (Windows NT 10.5;) AppleWebKit/537.40 (KHTML, like Gecko) Chrome/53.0.1215.238 Safari/602"
mobile,"Mozilla/5.0 (iPod; CPU iPod OS 11_1_8; like Mac OS X) AppleWebKit/601.29 (KHTML, like Gecko) Chrome/54.0.2520.304 Mobile Safari/537.4"
mobile,"Mozilla/5.0 (iPad; CPU iPad OS 7_8_0 like Mac OS X) AppleWebKit/601.26 (KHTML, like Gecko) Chrome/54.0.1161.383 Mobile Safari/535.3"
edge,"Mozilla/5.0 (Windows; Windows NT 10.0; WOW64) AppleWebKit/602.49 (KHTML, like Gecko) Chrome/53.0.3254.352 Safari/536.4 Edge/8.94942"
edge,"Mozilla/5.0 (Windows; Windows NT 10.1;; en-US) AppleWebKit/602.38 (KHTML, like Gecko) Chrome/55.0.2399.273 Safari/534.3 Edge/16.40347"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/602.36 (KHTML, like Gecko) Chrome/49.0.2479.201 Safari/534"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_8_8; like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/51.0.1168.279 Mobile Safari/534.7"
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 8_5_5) AppleWebKit/600.46 (KHTML, like Gecko) Chrome/50.0.3495.132 Safari/534"
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_4_3) AppleWebKit/533.32 (KHTML, like Gecko) Chrome/52.0.1220.210 Safari/600"
windows,Mozilla/5.0 (compatible; MSIE 8.0; Windows; U; Windows NT 6.3; Trident/4.0)
edge,"Mozilla/5.0 (Windows; Windows NT 10.4; x64; en-US) AppleWebKit/600.29 (KHTML, like Gecko) Chrome/50.0.3822.163 Safari/533.9 Edge/9.89486"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_3_1; en-US) Gecko/20100101 Firefox/60.9
mac,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_9; en-US) AppleWebKit/602.28 (KHTML, like Gecko) Chrome/50.0.3926.362 Safari/535"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_9_1; like Mac OS X) AppleWebKit/533.47 (KHTML, like Gecko) Chrome/49.0.1868.237 Mobile Safari/535.9"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 9_5_7) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/53.0.2903.354 Safari/533"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_5_9; en-US) AppleWebKit/600.47 (KHTML, like Gecko) Chrome/49.0.2440.195 Safari/603"
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.3; Trident/4.0)
explorer,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2;; en-US Trident/6.0)
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_4) Gecko/20100101 Firefox/50.6
firefox,Mozilla/5.0 (Linux; U; Linux x86_64; en-US) Gecko/20130401 Firefox/53.7
windows,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.2; WOW64 Trident/4.0)
linux,Mozilla/5.0 (Linux; Linux x86_64; en-US) Gecko/20100101 Firefox/52.5
chrome,"Mozilla/5.0 (Linux i641 x86_64; en-US) AppleWebKit/536.48 (KHTML, like Gecko) Chrome/50.0.1685.289 Safari/601"
mac,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 7_2_7) Gecko/20100101 Firefox/70.8
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_9_9; like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2313.316 Mobile Safari/601.4"
chrome,"Mozilla/5.0 (Linux x86_64) AppleWebKit/534.31 (KHTML, like Gecko) Chrome/49.0.1051.180 Safari/600"
windows,"Mozilla/5.0 (Windows; Windows NT 6.2; x64; en-US) AppleWebKit/600.24 (KHTML, like Gecko) Chrome/51.0.3465.299 Safari/600.7 Edge/17.34579"
edge,"Mozilla/5.0 (Windows; Windows NT 10.2; WOW64) AppleWebKit/602.17 (KHTML, like Gecko) Chrome/54.0.1117.221 Safari/537.1 Edge/14.84178"
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.2; x64 Trident/6.0)
chrome,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_0_2) AppleWebKit/534.6 (KHTML, like Gecko) Chrome/52.0.3580.319 Safari/533"
firefox,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 9_8_9; en-US) Gecko/20100101 Firefox/52.0
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows; Windows NT 6.2; WOW64 Trident/7.0)
firefox,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20130401 Firefox/65.5
linux,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20100101 Firefox/55.2
windows,Mozilla/5.0 (compatible; MSIE 10.0; Windows; Windows NT 6.0; Trident/6.0)
firefox,Mozilla/5.0 (Windows; Windows NT 10.2; x64) Gecko/20100101 Firefox/52.7
mac,"Mozilla/5.0 (Macintosh; Intel Mac OS X 7_5_4; en-US) AppleWebKit/533.30 (KHTML, like Gecko) Chrome/52.0.2836.236 Safari/601"
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_9_9; like Mac OS X) AppleWebKit/603.26 (KHTML, like Gecko) Chrome/54.0.2128.400 Mobile Safari/601.6"
linux,"Mozilla/5.0 (Linux x86_64) AppleWebKit/601.50 (KHTML, like Gecko) Chrome/51.0.2749.269 Safari/601"
linux,Mozilla/5.0 (Linux x86_64; en-US) Gecko/20100101 Firefox/49.7
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.3; WOW64 Trident/4.0)
chrome,"Mozilla/5.0 (Windows; U; Windows NT 6.3; WOW64; en-US) AppleWebKit/534.35 (KHTML, like Gecko) Chrome/49.0.2764.344 Safari/537"
chrome,"Mozilla/5.0 (Macintosh; Intel Mac OS X 8_6_1) AppleWebKit/601.9 (KHTML, like Gecko) Chrome/55.0.1854.225 Safari/534"
mobile,"Mozilla/5.0 (Linux; U; Android 7.0; Nexus 8P Build/NPD90G) AppleWebKit/536.45 (KHTML, like Gecko) Chrome/50.0.3169.290 Mobile Safari/533.5"
linux,Mozilla/5.0 (Linux i650 ) Gecko/20130401 Firefox/67.7
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_0) Gecko/20130401 Firefox/74.9
explorer,Mozilla/5.0 (compatible; MSIE 8.0; Windows; Windows NT 6.3; WOW64; en-US Trident/4.0)
windows,"Mozilla/5.0 (Windows; Windows NT 6.0; WOW64; en-US) AppleWebKit/601.14 (KHTML, like Gecko) Chrome/54.0.2108.287 Safari/536"
explorer,Mozilla/5.0 (compatible; MSIE 11.0; Windows NT 6.1;; en-US Trident/7.0)
iphone,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_2_8; like Mac OS X) AppleWebKit/602.28 (KHTML, like Gecko) Chrome/48.0.3250.322 Mobile Safari/600.6"
firefox,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2) Gecko/20100101 Firefox/73.4
edge,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; en-US) AppleWebKit/603.8 (KHTML, like Gecko) Chrome/51.0.1350.328 Safari/602.1 Edge/17.50720"
windows,Mozilla/5.0 (Windows; Windows NT 10.2;; en-US) Gecko/20100101 Firefox/68.3
mac,Mozilla/5.0 (Macintosh; Intel Mac OS X 8_4_5; en-US) Gecko/20100101 Firefox/63.3
android,"Mozilla/5.0 (Android; Android 4.4.4; Lenovo P782 Build/Lenovo) AppleWebKit/603.42 (KHTML, like Gecko) Chrome/51.0.1006.250 Mobile Safari/536.3"
windows,Mozilla/5.0 (compatible; MSIE 11.0; Windows; U; Windows NT 10.2; x64 Trident/7.0)
firefox,Mozilla/5.0 (Windows; U; Windows NT 6.2; Win64; x64; en-US) Gecko/20130401 Firefox/70.8
windows,"Mozilla/5.0 (Windows; U; Windows NT 6.0;) AppleWebKit/534.7 (KHTML, like Gecko) Chrome/53.0.1294.241 Safari/602.1 Edge/17.43989"
mobile,"Mozilla/5.0 (Linux; Android 4.4; LG-D660 Build/KOT49I) AppleWebKit/534.43 (KHTML, like Gecko) Chrome/48.0.3596.309 Mobile Safari/603.1"
